wav,spec
4631.6967,9.312376431946769e-14
4632.5969,9.326013298600104e-14
4633.4975,9.320159679290728e-14
4634.3976,9.306868940845889e-14
4635.2978,9.301606957640591e-14
4636.1979,9.305792563342342e-14
4637.0981,9.306515720928935e-14
4637.9987,9.294514527456498e-14
4638.8988,9.282003629377937e-14
4639.799,9.284315448033759e-14
4640.6991,9.290497621168458e-14
4641.5992,9.2982497450722e-14
4642.4999,9.316018371470784e-14
4643.4,9.323683432873494e-14
4644.3002,9.312221431111579e-14
4645.2003,9.301981023402192e-14
4646.1004,9.294191609634167e-14
4647.0011,9.270862461292729e-14
4647.9012,9.249816955345222e-14
4648.8013,9.251192632424592e-14
4649.7015,9.263207912323664e-14
4650.6016,9.276456306729705e-14
4651.5023,9.286187918647149e-14
4652.4024,9.289857065289783e-14
4653.3025,9.292470588198714e-14
4654.2027,9.294205535578228e-14
4655.1028,9.281759743583232e-14
4656.0034,9.259457515183293e-14
4656.9036,9.253127827619994e-14
4657.8037,9.26081644116611e-14
4658.7039,9.279789849274258e-14
4659.604,9.307176078198468e-14
4660.5046,9.328537568744339e-14
4661.4048,9.334409131503689e-14
4662.3049,9.320657434557911e-14
4663.2051,9.303364943400325e-14
4664.1052,9.29188693493539e-14
4665.0058,9.28531297378907e-14
4665.906,9.285019289818252e-14
4666.8061,9.272913757318424e-14
4667.7062,9.230745663023801e-14
4668.6064,9.19250600942993e-14
4669.507,9.198662068699589e-14
4670.4072,9.230693653210842e-14
4671.3073,9.260791524139588e-14
4672.2074,9.287110638833593e-14
4673.1076,9.295252732756286e-14
4674.0082,9.285221078551245e-14
4674.9083,9.276277774124281e-14
4675.8085,9.27977412544079e-14
4676.7086,9.293014896808916e-14
4677.6088,9.304795271860473e-14
4678.5094,9.302375048109288e-14
4679.4095,9.280686219140581e-14
4680.3097,9.257252742281572e-14
4681.2098,9.247173090430585e-14
4682.11,9.24373095953046e-14
4683.0106,9.24759084226115e-14
4683.9107,9.25994932538165e-14
4684.8109,9.27427482067467e-14
4685.711,9.281920452713677e-14
4686.6111,9.281586700719934e-14
4687.5118,9.27473294577267e-14
4688.4119,9.267788363566336e-14
4689.3121,9.272290429297821e-14
4690.2122,9.278105963866639e-14
4691.1123,9.268483906213865e-14
4692.013,9.254472478737657e-14
4692.9131,9.255131423809238e-14
4693.8132,9.268618178415411e-14
4694.7134,9.278023098181462e-14
4695.6135,9.284688574324569e-14
4696.5142,9.294217692909245e-14
4697.4143,9.297204361996303e-14
4698.3144,9.281306186279262e-14
4699.2146,9.250422747639193e-14
4700.1147,9.233264988174787e-14
4701.0154,9.238832816458559e-14
4701.9155,9.24000034654614e-14
4702.8156,9.220713568492492e-14
4703.7158,9.191660307726061e-14
4704.6159,9.187207099139003e-14
4705.5165,9.214446556025622e-14
4706.4167,9.23879253822637e-14
4707.3168,9.235661896372644e-14
4708.217,9.21239804261466e-14
4709.1171,9.195642257529286e-14
4710.0177,9.190928472106116e-14
4710.9179,9.201179266481189e-14
4711.818,9.230403326405703e-14
4712.7182,9.256076734853116e-14
4713.6183,9.260407595558678e-14
4714.5189,9.24484330126294e-14
4715.4191,9.222501410863665e-14
4716.3192,9.219291638931128e-14
4717.2193,9.242236355517606e-14
4718.1195,9.263421380676156e-14
4719.0201,9.264146684172313e-14
4719.9203,9.257466808489404e-14
4720.8204,9.260160985438657e-14
4721.7205,9.26262028605232e-14
4722.6207,9.253827096002999e-14
4723.5213,9.246474780491421e-14
4724.4214,9.255299342337368e-14
4725.3216,9.26880884293054e-14
4726.2217,9.274393348492799e-14
4727.1219,9.265594497823341e-14
4728.0225,9.237564319482291e-14
4728.9226,9.207192897037346e-14
4729.8228,9.199018283828419e-14
4730.7229,9.206369088880022e-14
4731.6231,9.208780945896286e-14
4732.5237,9.210096895807569e-14
4733.4238,9.218968451205706e-14
4734.324,9.228266831812096e-14
4735.2241,9.238695450643231e-14
4736.1243,9.245716379541774e-14
4737.0249,9.228306592504331e-14
4737.925,9.205337756170389e-14
4738.8252,9.215636729793488e-14
4739.7253,9.239909744136621e-14
4740.6254,9.244359780790496e-14
4741.5261,9.234032343983647e-14
4742.4262,9.22664779351453e-14
4743.3264,9.235215957285458e-14
4744.2265,9.252357390153498e-14
4745.1266,9.254383331020435e-14
4746.0273,9.24287890234033e-14
4746.9274,9.24002749220879e-14
4747.8276,9.247805115849529e-14
4748.7277,9.25085189876398e-14
4749.6278,9.246503632113064e-14
4750.5285,9.246037996455404e-14
4751.4286,9.249752911558257e-14
4752.3287,9.247702018132354e-14
4753.2289,9.240023338169091e-14
4754.129,9.23189213194732e-14
4755.0297,9.221078976499421e-14
4755.9298,9.21392486950601e-14
4756.8299,9.208247907504989e-14
4757.7301,9.199127668966333e-14
4758.6302,9.199291949549975e-14
4759.5308,9.21211418083808e-14
4760.431,9.225094392956037e-14
4761.3311,9.230629114802144e-14
4762.2313,9.215666039122349e-14
4763.1314,9.182526893506434e-14
4764.032,9.159578499836393e-14
4764.9322,9.156067707104127e-14
4765.8323,9.157373492977125e-14
4766.7325,9.165145419455523e-14
4767.6326,9.175974995843977e-14
4768.5332,9.182797428716636e-14
4769.4334,9.19254269852661e-14
4770.3335,9.21054164064975e-14
4771.2337,9.217263217890638e-14
4772.1338,9.202626036679533e-14
4773.0344,9.187482145413551e-14
4773.9346,9.189272120863995e-14
4774.8347,9.205113156682867e-14
4775.7348,9.218519258309534e-14
4776.635,9.221246192048781e-14
4777.5356,9.220371477188737e-14
4778.4358,9.221304488377943e-14
4779.3359,9.214896134598164e-14
4780.236,9.202826990319461e-14
4781.1362,9.196161389596888e-14
4782.0368,9.20117248018728e-14
4782.9369,9.206098368643724e-14
4783.8371,9.19821909556973e-14
4784.7372,9.18978110992942e-14
4785.6374,9.197590844237364e-14
4786.538,9.197238021203552e-14
4787.4381,9.178063361118125e-14
4788.3383,9.172785112601782e-14
4789.2384,9.183459705560528e-14
4790.1386,9.182505688463958e-14
4791.0392,9.181837681606176e-14
4791.9393,9.195176075335572e-14
4792.8395,9.203376136317981e-14
4793.7396,9.206594030339391e-14
4794.6398,9.218784899452398e-14
4795.5404,9.232057069070688e-14
4796.4405,9.238692896785199e-14
4797.3407,9.237063290858775e-14
4798.2408,9.225296807011381e-14
4799.141,9.202944535272266e-14
4800.0416,9.183379441545034e-14
4800.9417,9.180339778317815e-14
4801.8419,9.190719522131994e-14
4802.742,9.209765649660518e-14
4803.6421,9.220979474672065e-14
4804.5428,9.214185310575915e-14
4805.4429,9.198153189040564e-14
4806.3431,9.183192954920433e-14
4807.2432,9.18618190184813e-14
4808.1433,9.19564011210343e-14
4809.044,9.195359088289254e-14
4809.9441,9.191473392424611e-14
4810.8442,9.191109829779584e-14
4811.7444,9.192726052609627e-14
4812.6445,9.188995669775614e-14
4813.5452,9.189832001896125e-14
4814.4453,9.19359900886033e-14
4815.3454,9.195883488175917e-14
4816.2456,9.2020495536575e-14
4817.1457,9.207803652367076e-14
4818.0464,9.210052685600506e-14
4818.9465,9.211236306715011e-14
4819.8466,9.210904263254566e-14
4820.7468,9.199927860640203e-14
4821.6469,9.191876982217765e-14
4822.5475,9.194378686999718e-14
4823.4477,9.179131074461612e-14
4824.3478,9.142012933651907e-14
4825.248,9.124672097699618e-14
4826.1481,9.146109143844939e-14
4827.0487,9.171474914905565e-14
4827.9489,9.181033545215599e-14
4828.849,9.176247144616748e-14
4829.7492,9.162787815108037e-14
4830.6493,9.155557798234204e-14
4831.5499,9.15508337936442e-14
4832.4501,9.148710062157838e-14
4833.3502,9.139974761186665e-14
4834.2504,9.140743142391603e-14
4835.1505,9.147730087809995e-14
4836.0511,9.148098365597481e-14
4836.9513,9.143940788486953e-14
4837.8514,9.138301526089605e-14
4838.7515,9.129650685867726e-14
4839.6517,9.112783954261935e-14
4840.5523,9.087598551322046e-14
4841.4525,9.070884115695141e-14
4842.3526,9.076233062163466e-14
4843.2527,9.081856056390732e-14
4844.1529,9.075805548811309e-14
4845.0535,9.075396177587782e-14
4845.9537,9.085130978427132e-14
4846.8538,9.088555473113003e-14
4847.7539,9.072383115297813e-14
4848.6541,9.045555610759879e-14
4849.5547,9.020094862285954e-14
4850.4548,9.010995182417014e-14
4851.355,9.01690170931709e-14
4852.2551,9.012646977683287e-14
4853.1553,8.992092492868426e-14
4854.0559,8.97964869975907e-14
4854.956,9.027576869304933e-14
4855.8562,9.516231773925114e-14
4856.7563,1.2531323119625855e-13
4857.6565,2.582717253179855e-13
4858.5571,6.982938970941339e-13
4859.4572,1.7920278180861061e-12
4860.3574,3.795891087573174e-12
4861.2575,6.3731892452367255e-12
4862.1577,8.388100620609877e-12
4863.0583,8.626565234506503e-12
4863.9584,6.930649932628768e-12
4864.8586,4.359443394423277e-12
4865.7587,2.1650870812587017e-12
4866.6589,8.747753507025285e-13
4867.5595,3.2024640852091953e-13
4868.4596,1.4179647776492983e-13
4869.3598,9.821584318834329e-14
4870.2599,9.016458621733764e-14
4871.16,8.886463163721853e-14
4872.0607,8.840474185650219e-14
4872.9608,8.83198885670573e-14
4873.861,8.873625448448106e-14
4874.7611,8.926704041771203e-14
4875.6612,8.956037658198547e-14
4876.5619,8.967377342926682e-14
4877.462,8.980541086248647e-14
4878.3622,8.991137835132587e-14
4879.2623,8.998244543356951e-14
4880.1624,9.026997731823151e-14
4881.0631,9.056786531059073e-14
4881.9632,9.054353616364421e-14
4882.8633,9.040426585023172e-14
4883.7635,9.043629712063812e-14
4884.6636,9.056044127677397e-14
4885.5643,9.058795067960806e-14
4886.4644,9.053900933985855e-14
4887.3645,9.05677702258744e-14
4888.2647,9.068538690830263e-14
4889.1648,9.077562157492142e-14
4890.0655,9.074654898471397e-14
4890.9656,9.059923539457243e-14
4891.8657,9.029847154455488e-14
4892.7659,9.027041849864857e-14
4893.666,9.079688436433239e-14
4894.5666,9.132017440549981e-14
4895.4668,9.158177038957281e-14
4896.3669,9.174520538062752e-14
4897.2671,9.180025477732569e-14
4898.1672,9.176234825534102e-14
4899.0678,9.170934981704306e-14
4899.968,9.154437912233422e-14
4900.8681,9.13178877577518e-14
4901.7683,9.132958722179828e-14
4902.6684,9.145335478218236e-14
4903.569,9.136209234327218e-14
4904.4692,9.117247063742287e-14
4905.3693,9.119402305777373e-14
4906.2695,9.140922850519743e-14
4907.1696,9.160273293949917e-14
4908.0702,9.166561265114855e-14
4908.9704,9.157847995365259e-14
4909.8705,9.132261430733635e-14
4910.7707,9.101404556070704e-14
4911.6708,9.083512496853756e-14
4912.5714,9.092561149615694e-14
4913.4716,9.118738892570581e-14
4914.3717,9.130075418828128e-14
4915.2719,9.13565842196135e-14
4916.172,9.148312292060334e-14
4917.0726,9.149549444342695e-14
4917.9728,9.138057440511843e-14
4918.8729,9.099919889715463e-14
4919.773,9.041080478306376e-14
4920.6732,8.995970670042428e-14
4921.5738,8.987430415271023e-14
4922.474,9.016643804336257e-14
4923.3741,9.05724390983542e-14
4924.2742,9.06678482062426e-14
4925.1744,9.05063330499405e-14
4926.075,9.056554024573936e-14
4926.9752,9.093130715264574e-14
4927.8753,9.121697432017441e-14
4928.7754,9.126201571436665e-14
4929.6756,9.128555014447124e-14
4930.5762,9.13525751629456e-14
4931.4763,9.138607651089304e-14
4932.3765,9.139131062499119e-14
4933.2766,9.121656921784578e-14
4934.1768,9.076461680184786e-14
4935.0774,9.043558000859079e-14
4935.9775,9.061545239672444e-14
4936.8777,9.096196683062851e-14
4937.7778,9.09823987109403e-14
4938.678,9.066785033788647e-14
4939.5786,9.032769503390948e-14
4940.4787,9.026148166162065e-14
4941.3789,9.06237032935389e-14
4942.279,9.108568864155257e-14
4943.1792,9.127014932397239e-14
4944.0798,9.133213499391684e-14
4944.9799,9.142173708240457e-14
4945.8801,9.133951255714096e-14
4946.7802,9.113281292774623e-14
4947.6804,9.108216982584281e-14
4948.581,9.122882454538861e-14
4949.4811,9.136780267889444e-14
4950.3813,9.13729539179967e-14
4951.2814,9.137981854350656e-14
4952.1816,9.176525015746145e-14
4953.0822,9.448024723341337e-14
4953.9823,1.1175193595157287e-13
4954.8825,1.9612601706028785e-13
4955.7826,5.08234533605883e-13
4956.6827,1.381607660428684e-12
4957.5834,3.2023896105826275e-12
4958.4835,5.929804791051011e-12
4959.3837,8.625751011544226e-12
4960.2838,9.806784264678266e-12
4961.1839,8.704423454368105e-12
4962.0846,6.035813313975161e-12
4962.9847,3.286908131904058e-12
4963.8849,1.429030685071202e-12
4964.785,5.274825168562222e-13
4965.6851,2.0193951383976447e-13
4966.5858,1.1278045333478031e-13
4967.4859,9.413958438208044e-14
4968.3861,9.119842520967781e-14
4969.2862,9.08197536686888e-14
4970.1863,9.081019176989673e-14
4971.087,9.088019340208866e-14
4971.9871,9.09455120334161e-14
4972.8872,9.103716888172227e-14
4973.7874,9.106679421295137e-14
4974.6875,9.110747332698114e-14
4975.5882,9.121610097156023e-14
4976.4883,9.118300282024736e-14
4977.3884,9.103981657213565e-14
4978.2886,9.094864296984204e-14
4979.1887,9.081153812896876e-14
4980.0894,9.06855703036492e-14
4980.9895,9.063805680342384e-14
4981.8896,9.050400224921481e-14
4982.7898,9.014339622608072e-14
4983.6899,8.975240301231856e-14
4984.5905,8.965576529353635e-14
4985.4907,8.980086398327774e-14
4986.3908,9.000356385711168e-14
4987.291,9.030389384787237e-14
4988.1911,9.067511988855522e-14
4989.0917,9.087364712128054e-14
4989.9919,9.081941648350001e-14
4990.892,9.06738840541062e-14
4991.7922,9.049105713662812e-14
4992.6923,9.041374021647843e-14
4993.5929,9.052590537722887e-14
4994.4931,9.054793649140354e-14
4995.3932,9.052025393530797e-14
4996.2934,9.067018014302809e-14
4997.1935,9.080734743965883e-14
4998.0941,9.081839388787319e-14
4998.9943,9.080789100245064e-14
4999.8944,9.119208635402673e-14
5000.7946,9.603562641062334e-14
5001.6947,1.3031835046518426e-13
5002.5953,3.086604269451706e-13
5003.4955,1.0151518348661087e-12
5004.3956,3.139053898667904e-12
5005.2958,7.917291084158109e-12
5006.1959,1.5737513320241906e-11
5007.0965,2.4456595433909896e-11
5007.9967,2.9632442703572364e-11
5008.8968,2.798417592867607e-11
5009.797,2.060110278147701e-11
5010.6971,1.1836343123819325e-11
5011.5977,5.326289703598351e-12
5012.4979,1.908343978575592e-12
5013.398,5.816313472284504e-13
5014.2981,1.9321842226185608e-13
5015.1983,1.0653417189907035e-13
5016.0989,9.186208238318828e-14
5016.9991,9.016953268885188e-14
5017.8992,8.998926427782449e-14
5018.7993,8.971280159326143e-14
5019.6995,8.955798775437971e-14
5020.6001,8.977317820595598e-14
5021.5003,9.009836363634809e-14
5022.4004,9.019729899481943e-14
5023.3005,9.009041938839125e-14
5024.2007,9.013757752357947e-14
5025.1013,9.036964102990649e-14
5026.0015,9.046163751508843e-14
5026.9016,9.043643879762003e-14
5027.8017,9.031756121372002e-14
5028.7019,9.015232258834584e-14
5029.6025,9.021696999319666e-14
5030.5027,9.043974113755872e-14
5031.4028,9.05181862323584e-14
5032.3029,9.051067537852918e-14
5033.2031,9.064948772939828e-14
5034.1037,9.08288858071086e-14
5035.0038,9.079931749851838e-14
5035.904,9.047105750950958e-14
5036.8041,9.005702815974851e-14
5037.7043,8.995799325248389e-14
5038.6049,9.015177654862958e-14
5039.505,9.014323983649481e-14
5040.4052,8.983628895292806e-14
5041.3053,8.94192343137999e-14
5042.2055,8.901755795008016e-14
5043.1061,8.91095058370117e-14
5044.0062,8.975507239792283e-14
5044.9064,9.028704353476615e-14
5045.8065,9.05040086270741e-14
5046.7067,9.064562911339851e-14
5047.6073,9.074116417244519e-14
5048.5074,9.06015739403672e-14
5049.4076,9.025545741673133e-14
5050.3077,8.996522856268645e-14
5051.2079,8.989224179253455e-14
5052.1085,8.990566001503963e-14
5053.0086,8.993425309976235e-14
5053.9088,9.013757199818508e-14
5054.8089,9.038003489933556e-14
5055.7091,9.044433246425352e-14
5056.6097,9.045347679316504e-14
5057.5098,9.048883973884161e-14
5058.41,9.053529239418871e-14
5059.3101,9.057649838235693e-14
5060.2103,9.054054274681781e-14
5061.1109,9.049122017730004e-14
5062.011,9.052367943912201e-14
5062.9112,9.06079296442815e-14
5063.8113,9.060757288471916e-14
5064.7115,9.03565441835777e-14
5065.6121,8.993905229438394e-14
5066.5122,8.977481534451149e-14
5067.4124,8.998063408577652e-14
5068.3125,9.01299933808652e-14
5069.2126,9.004763623811685e-14
5070.1133,8.999880022126296e-14
5071.0134,9.01140284192292e-14
5071.9136,9.024021143214726e-14
5072.8137,9.013741690625187e-14
5073.7138,8.998168033936202e-14
5074.6145,9.005200427773466e-14
5075.5146,9.01171081700666e-14
5076.4148,9.005360849109605e-14
5077.3149,9.008167392904983e-14
5078.215,9.021878488566629e-14
5079.1157,9.017145847080944e-14
5080.0158,8.972132392280249e-14
5080.916,8.924210068532896e-14
5081.8161,8.92578435282524e-14
5082.7162,8.957817772255183e-14
5083.6169,8.976533189229875e-14
5084.517,8.978898309403538e-14
5085.4172,8.99022426016829e-14
5086.3173,9.015577802904036e-14
5087.2174,9.02990679215063e-14
5088.1181,9.025758859817146e-14
5089.0182,9.020033833704143e-14
5089.9184,9.023709229047851e-14
5090.8185,9.028142793935337e-14
5091.7186,9.025525498960986e-14
5092.6193,9.026252659432903e-14
5093.5194,9.037208606536233e-14
5094.4195,9.048879867658454e-14
5095.3197,9.050023848215913e-14
5096.2198,9.036549473612102e-14
5097.1205,9.014882732423285e-14
5098.0206,8.992607850985066e-14
5098.9207,8.967778265763122e-14
5099.8209,8.94198552716741e-14
5100.721,8.938730208602669e-14
5101.6217,8.967600853284627e-14
5102.5218,8.999131172216513e-14
5103.4219,9.012638505036891e-14
5104.3221,9.009101930696107e-14
5105.2222,9.000195831410059e-14
5106.1229,8.997706488099276e-14
5107.023,8.991827932580498e-14
5107.9231,8.96839252695023e-14
5108.8233,8.947867277821954e-14
5109.7234,8.954527574617673e-14
5110.6241,8.961282635589672e-14
5111.5242,8.95758790410923e-14
5112.4243,8.974001310961038e-14
5113.3245,9.001449653365307e-14
5114.2246,9.011710380533781e-14
5115.1253,9.0111825337739e-14
5116.0254,9.007052569951037e-14
5116.9255,9.004614868453055e-14
5117.8257,9.016003853948756e-14
5118.7258,9.029712662176745e-14
5119.6264,9.033687341650104e-14
5120.5266,9.028400909089487e-14
5121.4267,9.016348920024919e-14
5122.3269,9.002873473564176e-14
5123.227,8.987799252601255e-14
5124.1276,8.966722677620843e-14
5125.0278,8.944836574270768e-14
5125.9279,8.938995030219202e-14
5126.8281,8.949086051493199e-14
5127.7282,8.95813344809141e-14
5128.6288,8.957760336626614e-14
5129.529,8.951718367329846e-14
5130.4291,8.945457721888186e-14
5131.3293,8.95035443737478e-14
5132.2294,8.963932172658944e-14
5133.13,8.972513543825995e-14
5134.0302,8.971188931445367e-14
5134.9303,8.968109711104539e-14
5135.8305,8.982065329258727e-14
5136.7306,8.996810952309115e-14
5137.6312,8.982423507243917e-14
5138.5314,8.955374775098005e-14
5139.4315,8.931638503034411e-14
5140.3317,8.910632671014009e-14
5141.2318,8.92260998018302e-14
5142.1324,8.951486855754018e-14
5143.0326,8.940509629743922e-14
5143.9327,8.913749075432171e-14
5144.8329,8.930087784558366e-14
5145.733,8.961565467559532e-14
5146.6336,8.962546290670975e-14
5147.5338,8.952145618274822e-14
5148.4339,8.945445780406574e-14
5149.3341,8.943914210360453e-14
5150.2342,8.95884919081958e-14
5151.1348,8.967647233865629e-14
5152.035,8.950671534562557e-14
5152.9351,8.934158266165635e-14
5153.8353,8.93320242097025e-14
5154.7354,8.937389982686801e-14
5155.636,8.943282313987011e-14
5156.5362,8.959020546194043e-14
5157.4363,8.979738539783885e-14
5158.3365,8.99841056513371e-14
5159.2366,9.008060382007775e-14
5160.1372,9.00560279265206e-14
5161.0374,9.00205251011951e-14
5161.9375,8.999880681768425e-14
5162.8377,8.986076328758041e-14
5163.7378,8.971291071226886e-14
5164.6384,8.972771846705062e-14
5165.5386,8.966729422367033e-14
5166.4387,8.921237027100506e-14
5167.3389,8.833735044378683e-14
5168.239,8.736517165208324e-14
5169.1396,8.698546463313629e-14
5170.0398,8.748918823833188e-14
5170.9399,8.834346562117257e-14
5171.8401,8.86096997219301e-14
5172.7402,8.781789368128154e-14
5173.6408,8.687525498526752e-14
5174.541,8.706903695154904e-14
5175.4411,8.830380847638859e-14
5176.3412,8.938127521725819e-14
5177.2414,8.973905490926102e-14
5178.142,8.979451266467646e-14
5179.0422,8.989538722945137e-14
5179.9423,8.993718100441629e-14
5180.8424,8.983621835060224e-14
5181.7426,8.965849014681778e-14
5182.6432,8.923408981429526e-14
5183.5434,8.817064023188466e-14
5184.4435,8.684015416127587e-14
5185.3436,8.656300003728019e-14
5186.2438,8.766250008060747e-14
5187.1444,8.893294973268256e-14
5188.0446,8.967120616651928e-14
5188.9447,9.018438745155303e-14
5189.8448,9.142716590769756e-14
5190.745,9.435008833515028e-14
5191.6456,9.830624529468355e-14
5192.5458,1.0125539802758473e-13
5193.4459,1.017792364481285e-13
5194.346,9.984214540552933e-14
5195.2462,9.63904388649381e-14
5196.1468,9.291696320372351e-14
5197.047,9.080085641208926e-14
5197.9471,9.032671134678171e-14
5198.8472,9.093012749587076e-14
5199.7474,9.219095130162147e-14
5200.648,9.366397527752827e-14
5201.5482,9.452365442032861e-14
5202.4483,9.413796518667438e-14
5203.3484,9.277681695674297e-14
5204.2486,9.125145696871248e-14
5205.1492,9.001959036461327e-14
5206.0494,8.917492676372601e-14
5206.9495,8.881254344493408e-14
5207.8496,8.886042571114507e-14
5208.7498,8.886282410042585e-14
5209.6504,8.86875989948386e-14
5210.5506,8.879653763424226e-14
5211.4507,8.914185091523682e-14
5212.3508,8.945878678879782e-14
5213.251,8.977580027161666e-14
5214.1516,8.999119106642519e-14
5215.0518,8.998102724473585e-14
5215.9519,8.970650322917527e-14
5216.852,8.935062017853185e-14
5217.7522,8.9216592743484e-14
5218.6528,8.936994775576398e-14
5219.5529,8.967086655151075e-14
5220.4531,8.992896801024866e-14
5221.3532,9.007546148150614e-14
5222.2534,9.0170383172823e-14
5223.154,9.014604022330501e-14
5224.0541,8.999372287093306e-14
5224.9543,8.978411511160695e-14
5225.8544,8.944346524996706e-14
5226.7546,8.88929065671756e-14
5227.6552,8.829084929779791e-14
5228.5553,8.818557289412469e-14
5229.4555,8.878101037555606e-14
5230.3556,8.938209151153493e-14
5231.2558,8.963747490575075e-14
5232.1564,8.978029178515629e-14
5233.0565,8.96701256090399e-14
5233.9567,8.927669085820072e-14
5234.8568,8.905041882265385e-14
5235.757,8.913639233861457e-14
5236.6576,8.939649834705103e-14
5237.5577,8.972282301162103e-14
5238.4579,8.993798585738802e-14
5239.358,9.001418598505085e-14
5240.2582,8.999270971888887e-14
5241.1588,8.996815566375307e-14
5242.0589,9.001937631669363e-14
5242.9591,9.003872279149457e-14
5243.8592,8.996649089142707e-14
5244.7594,8.99424993716005e-14
5245.66,9.006011546598699e-14
5246.5601,9.01450360689552e-14
5247.4603,8.991055108850528e-14
5248.3604,8.95773185084336e-14
5249.2606,8.957344762125498e-14
5250.1612,8.967533776214551e-14
5251.0613,8.949478435002844e-14
5251.9615,8.934143438359535e-14
5252.8616,8.951454070679898e-14
5253.7618,8.968823146653445e-14
5254.6624,8.965740596990383e-14
5255.5625,8.953278601583366e-14
5256.4627,8.948822006076458e-14
5257.3628,8.968392416833419e-14
5258.263,8.99510917162021e-14
5259.1636,9.011191473399214e-14
5260.0637,9.014495562924182e-14
5260.9639,9.003247852471152e-14
5261.864,8.973571325439104e-14
5262.7642,8.927298939767104e-14
5263.6648,8.881758775373036e-14
5264.5649,8.853979836562746e-14
5265.4651,8.835705665194536e-14
5266.3652,8.819243047247174e-14
5267.2654,8.820449018294212e-14
5268.166,8.859155368918233e-14
5269.0661,8.892018566195542e-14
5269.9663,8.843414176470044e-14
5270.8664,8.761488427844197e-14
5271.7666,8.769935526900956e-14
5272.6672,8.859087459856888e-14
5273.5673,8.917253118592991e-14
5274.4675,8.919509002456023e-14
5275.3676,8.911205473194717e-14
5276.2678,8.90115586836952e-14
5277.1684,8.899160561557158e-14
5278.0685,8.936013777571866e-14
5278.9687,8.983373151831072e-14
5279.8688,8.999916113760288e-14
5280.769,8.98880341773866e-14
5281.6696,8.967153415537361e-14
5282.5697,8.944634855379907e-14
5283.4699,8.927407535357628e-14
5284.37,8.911876956371106e-14
5285.2702,8.907326777910485e-14
5286.1708,8.941402642885199e-14
5287.0709,8.988042313273909e-14
5287.9711,9.009841582942912e-14
5288.8712,9.007395462494886e-14
5289.7714,9.001481498120369e-14
5290.672,9.006505942746106e-14
5291.5721,9.015028648700529e-14
5292.4723,9.016829325785854e-14
5293.3724,9.009658024179814e-14
5294.2726,9.001865841335788e-14
5295.1732,9.002323269572637e-14
5296.0733,9.000637564337999e-14
5296.9735,8.978941336872299e-14
5297.8736,8.94030850053317e-14
5298.7738,8.902617884799727e-14
5299.6744,8.900922699534071e-14
5300.5745,8.936011113635537e-14
5301.4747,8.962718268668995e-14
5302.3748,8.959081153301351e-14
5303.275,8.951493883774885e-14
5304.1756,8.965855114761431e-14
5305.0757,8.99373554929924e-14
5305.9759,9.01209135070834e-14
5306.876,9.012650353329068e-14
5307.7762,8.994762830347104e-14
5308.6768,8.977125798296527e-14
5309.5769,8.97948973940922e-14
5310.4771,8.99703365306447e-14
5311.3772,9.010703479029342e-14
5312.2774,9.008696013352612e-14
5313.178,9.001490729442126e-14
5314.0781,8.997209494717944e-14
5314.9783,8.993907955886004e-14
5315.8784,8.985783248039405e-14
5316.7786,8.958659511853491e-14
5317.6792,8.926217200799284e-14
5318.5793,8.929920119857605e-14
5319.4795,8.96203541021589e-14
5320.3796,8.9820711899438e-14
5321.2798,8.983780715964678e-14
5322.1804,8.978774048321278e-14
5323.0805,8.969013645266167e-14
5323.9807,8.951656910511738e-14
5324.8808,8.923007509495993e-14
5325.781,8.905421940054501e-14
5326.6816,8.920492346200785e-14
5327.5817,8.924972732264371e-14
5328.4819,8.86497977596991e-14
5329.382,8.783127053481657e-14
5330.2822,8.78565762116923e-14
5331.1828,8.869896040219373e-14
5332.0829,8.959203285075157e-14
5332.9831,8.986222748505229e-14
5333.8832,8.957230301347285e-14
5334.7834,8.941217896437329e-14
5335.684,8.960417005024134e-14
5336.5841,8.972457753327759e-14
5337.4843,8.961788765202227e-14
5338.3844,8.949263726167536e-14
5339.2846,8.950665730021161e-14
5340.1852,8.942924636550821e-14
5341.0853,8.908103832715921e-14
5341.9855,8.880822658519263e-14
5342.8856,8.899431622478024e-14
5343.7858,8.938357487631309e-14
5344.6864,8.958947484734161e-14
5345.5865,8.957689769403654e-14
5346.4867,8.942207405586795e-14
5347.3868,8.935554177654657e-14
5348.287,8.941641520462659e-14
5349.1876,8.93732258024625e-14
5350.0877,8.923799287298144e-14
5350.9879,8.928395609859297e-14
5351.888,8.953455235160687e-14
5352.7882,8.975105972592494e-14
5353.6888,8.973363364905922e-14
5354.5889,8.964246861422647e-14
5355.4891,8.974591623995963e-14
5356.3892,8.993501441652201e-14
5357.2894,8.999578661258409e-14
5358.19,8.997568735105904e-14
5359.0901,8.998091540346657e-14
5359.9903,9.001500522359592e-14
5360.8904,9.002135421481302e-14
5361.7906,8.992074539512988e-14
5362.6912,8.971889934226476e-14
5363.5913,8.955586646724614e-14
5364.4915,8.94686348542102e-14
5365.3916,8.939107044415929e-14
5366.2918,8.928433570064779e-14
5367.1924,8.928895209311406e-14
5368.0925,8.934949353838871e-14
5368.9927,8.934927874601557e-14
5369.8928,8.929247503250191e-14
5370.793,8.905782103645964e-14
5371.6936,8.868002767840973e-14
5372.5937,8.847477956423335e-14
5373.4939,8.873872948309186e-14
5374.394,8.930163130117024e-14
5375.2942,8.967945830925326e-14
